5685	malha	n	8289	5123
5695	gentil	j	8270	6433
5705	banqueiro	n	8244	4955
5715	reprovar	v	8220	4985
5725	esvaziar	v	8192	6917
5735	passível	j	8167	6940
5745	logística	n	8143	5304
5755	pulso	n	8122	5532
5765	doutorado	n	8097	5195
5775	substancial	j	8079	6697
5785	fogueira	n	8052	5629
5795	entreter	v	8016	7044
5805	veto	n	7996	3751
5815	penalidade	n	7974	4632
5825	controvérsia	n	7957	6239
5835	ignorante	n	7937	6019
5845	gelado	j	7912	6206
5855	tático	j	7900	5412
5865	porra	n	7881	5374
5875	terça	n	7858	6078
5885	pirata	n	7838	4611
5895	coco	n	7822	4059
5905	problemática	n	7810	6027
5915	unificar	v	7782	5820
5925	nordeste	n	7757	5745
5935	pavilhão	n	7734	4532
5945	refrigerante	n	7709	4813
5955	pré	n	7683	5682
5965	alinhamento	n	7668	5026
5975	inaceitável	j	7648	6526
5985	recibo	n	7632	4071
5995	analítico	j	7602	4695
6005	cumplicidade	n	7583	6351
6015	paradoxo	n	7556	5549
6025	ninho	n	7548	4558
6035	amparar	v	7537	6195
6045	economicamente	r	7509	6299
6055	doido	j	7492	6123
6065	estupidez	n	7466	5463
6075	válvula	n	7450	3365
6085	espreitar	v	7434	6359
6095	canela	n	7415	4420
6105	adição	n	7387	5749
6115	ademais	r	7365	5417
6125	borda	n	7339	4974
6135	legislador	n	7322	4486
6145	amigável	j	7303	5919
6155	minúsculo	j	7287	6383
6165	fatura	n	7260	3186
6175	bichinho	n	7226	5228
6185	afligir	v	7204	6207
6195	solteiro	j	7176	5131
6205	diluir	v	7132	5636
6215	inexistência	n	7107	5104
6225	híbrido	j	7087	4055
6235	consentir	v	7069	5666
6245	estufa	n	7057	3977
6255	cardiovascular	j	7035	4305
6265	artifício	n	7020	5735
6275	conceituar	v	7001	6105
6285	combustível	j	6987	4736
6295	dádiva	n	6964	5116
6305	abortar	v	6949	3388
6315	ralar	v	6921	4512
6325	inegável	j	6906	6223
6335	mexicano	j	6894	4557
6345	que	i	6884	5821
6355	versar	v	6863	5654
6365	casino	n	6847	2080
6375	protestante	n	6827	3007
6385	funcionária	n	6791	4761
6395	alongar	v	6774	5464
6405	implorar	v	6765	5455
6415	plausível	j	6720	5328
6425	ph	n	6712	2647
6435	contestação	n	6689	5153
6445	prerrogativa	n	6668	5157
6455	horta	n	6641	3742
6465	adultério	n	6623	3017
6475	vanguarda	n	6603	4622
6485	convento	n	6591	3502
6495	inacreditável	j	6574	5879
6505	findar	v	6559	5412
6515	nativo	n	6553	4120
6525	canalizar	v	6533	5481
6535	delírio	n	6510	4960
6545	civilizado	j	6497	5231
6555	concordância	n	6478	4808
6565	sabonete	n	6463	3399
6575	cubano	n	6444	2663
6585	sedução	n	6424	4563
6595	encobrir	v	6412	5441
6605	negativa	n	6395	5203
6615	estendido	j	6385	5304
6625	falácia	n	6368	3847
6635	apropriação	n	6358	4373
6645	logístico	j	6340	4396
6655	submarino	n	6330	2798
6665	chumbo	n	6311	4395
6675	deletar	v	6287	4601
6685	intermediário	j	6273	4498
6695	mediático	j	6254	4561
6705	capacete	n	6229	3529
6715	mosteiro	n	6218	2995
6725	conscientização	n	6197	4846
6735	francamente	r	6184	5384
6745	camisinha	n	6164	2332
6755	barraca	n	6152	3843
6765	diplomacia	n	6135	4226
6775	imoral	j	6116	4133
6785	ganância	n	6094	4894
6795	mote	n	6076	5516
6805	harmonioso	j	6055	5326
6815	acionista	n	6030	3068
6825	rebentar	v	6015	4956
6835	alcorão	n	6003	1306
6845	pá	n	5981	4367
6855	audiovisual	j	5970	3691
6865	formatar	v	5960	3946
6875	sobrenome	n	5944	4130
6885	progressista	j	5930	4143
6895	autenticar	v	5905	3949
6905	erudito	j	5886	4312
6915	anunciante	n	5860	3560
6925	roteirista	n	5852	3716
6935	revistar	v	5829	4599
6945	cabine	n	5805	3431
6955	experimentação	n	5794	4280
6965	telescópio	n	5776	2157
6975	vocal	j	5764	3364
6985	formador	n	5758	4038
6995	cientificar	v	5742	3866
7005	retrocesso	n	5734	4537
7015	obsceno	j	5722	5122
7025	plágio	n	5712	3340
7035	casinha	n	5696	4158
7045	vírgula	n	5680	3764
7055	tributação	n	5665	2916
7065	explosivo	j	5648	4665
7075	psicopata	n	5635	2582
7085	safar	v	5621	4788
7095	peregrinação	n	5608	3814
7105	folheto	n	5599	3629
7115	topar	v	5584	4738
7125	obeso	j	5576	3347
7135	tranquilamente	r	5558	5087
7145	diocese	n	5537	2790
7155	paralisação	n	5517	3519
7165	cooperativo	j	5505	3408
7175	tartaruga	n	5488	2566
7185	incendiar	v	5478	4411
7195	sotaque	n	5471	3941
7205	glúten	n	5455	1188
7215	intimar	v	5442	4047
7225	bruma	n	5433	2043
7235	esteira	n	5415	3629
7245	suíço	j	5409	3750
7255	fraterno	j	5402	4336
7265	inspeção	n	5388	2970
7275	atestado	n	5379	3251
7285	versus	e	5373	4189
7295	inquieto	j	5366	4621
7305	emocionado	j	5355	4765
7315	paladar	n	5338	4022
7325	pedacinho	n	5332	4547
7335	chupar	v	5324	3367
7345	lã	n	5313	3183
7355	boxe	n	5293	3059
7365	palhaçada	n	5280	4254
7375	forçado	j	5266	4055
7385	escape	n	5257	3965
7395	carregamento	n	5244	3256
7405	nefasto	j	5230	4597
7415	basquetebol	n	5223	2175
7425	maçom	n	5205	1367
7435	impregnar	v	5191	4462
7445	paralisia	n	5185	2913
7455	ortografia	n	5170	2638
7465	prolongado	j	5163	4393
7475	inércia	n	5154	4098
7485	transitório	j	5143	3925
7495	controlador	n	5127	2664
7505	semanalmente	r	5122	4691
7515	pirataria	n	5110	2751
7525	boy	n	5098	3656
7535	abstenção	n	5090	3310
7545	idolatria	n	5076	2760
7555	fertilidade	n	5064	3212
7565	utensílio	n	5051	3812
7575	desbloquear	v	5036	3294
7585	falecido	n	5031	3740
7595	azulejo	n	5018	2693
7605	raso	j	5008	4056
7615	endereçar	v	4995	4267
7625	tédio	n	4975	3861
7635	revoltado	j	4966	4352
7645	guitarrista	n	4952	2958
7655	moldura	n	4939	3399
7665	bug	n	4928	2653
7675	raciocinar	v	4916	3957
7685	pancada	n	4906	3759
7695	arruinar	v	4896	4266
7705	orçamentário	j	4886	2852
7715	dissolução	n	4876	3266
7725	fundador	j	4865	4221
7735	armadura	n	4854	2609
7745	calúnia	n	4843	3499
7755	peculiaridade	n	4830	4077
7765	compatibilidade	n	4824	3373
7775	brusco	j	4816	4223
7785	totalitário	j	4802	3337
7795	patético	j	4789	4024
7805	demarcar	v	4779	3911
7815	cativeiro	n	4772	3031
7825	desconsiderar	v	4765	4027
7835	atencioso	j	4755	3945
7845	poro	n	4744	2693
7855	dígito	n	4735	2399
7865	binário	j	4729	2143
7875	algoritmo	n	4717	2506
7885	desesperadamente	r	4701	4299
7895	batalhão	n	4689	3153
7905	leigo	j	4680	3498
7915	náutico	j	4671	2613
7925	vil	j	4657	3676
7935	consolo	n	4646	3872
7945	incumprimento	n	4637	2862
7955	nominal	j	4626	2679
7965	religiosidade	n	4619	3293
7975	albergar	v	4612	3926
7985	ambulante	j	4606	3463
7995	sinistro	j	4594	3783
8005	artesão	n	4584	2927
8015	lunar	j	4577	2092
8025	colonialismo	n	4568	2521
8035	bem-aventurado	j	4560	2473
8045	dirigente	j	4550	3689
8055	cobiçar	v	4535	3870
8065	emigração	n	4522	2737
8075	discoteca	n	4508	3093
8085	relvado	n	4497	2894
8095	imperdível	j	4488	3819
8105	regimento	n	4480	2571
8115	cravo	n	4475	2616
8125	plural	j	4464	3607
8135	amanhecer	v	4455	3717
8145	escrúpulo	n	4448	3512
8155	condicionador	n	4439	1904
8165	menor	n	4425	3206
8175	pasmar	v	4416	4026
8185	foguete	n	4403	2617
8195	clinicar	v	4390	2655
8205	povoado	n	4382	2921
8215	culinário	j	4370	3746
8225	multiplicidade	n	4363	3455
8235	animador	n	4355	3266
8245	urbanização	n	4346	2796
8255	panfleto	n	4328	3156
8265	barata	n	4317	2882
8275	reeleger	v	4312	3154
8285	público-alvo	n	4299	3299
8295	unilateral	j	4291	3200
8305	feitiço	n	4277	2466
8315	caprichar	v	4272	3839
8325	deslumbrante	j	4260	3776
8335	tremor	n	4248	2781
8345	incômodo	n	4238	3665
8355	social-democrata	n	4233	2635
8365	persuadir	v	4224	3359
8375	frigideira	n	4217	2350
8385	pecuária	n	4211	2578
8395	remissão	n	4205	2235
8405	monumental	j	4196	3600
8415	prego	n	4183	2863
8425	prolongamento	n	4176	3150
8435	boleto	n	4164	2083
8445	imparcialidade	n	4159	3107
8455	gratificação	n	4152	2266
8465	indução	n	4143	2279
8475	auditor	n	4137	1841
8485	custear	v	4126	3428
8495	novinho	j	4122	3587
8505	multidisciplinar	j	4117	3351
8515	martelo	n	4107	2903
8525	intermédio	j	4100	2880
8535	estéril	j	4092	3194
8545	cronista	n	4077	3084
8555	chifre	n	4066	2159
8565	estrangeira	n	4057	2793
8575	inquestionável	j	4047	3640
8585	divergir	v	4037	3553
8595	beco	n	4024	3289
8605	mobiliário	n	4013	2791
8615	aterrorizar	v	4002	3547
8625	prescindir	v	3989	3499
8635	grelha	n	3984	2763
8645	irreal	j	3977	3373
8655	desfavorecer	v	3969	3254
8665	resistente	n	3960	3366
8675	preferencial	j	3953	3115
8685	eclipse	n	3942	1532
8695	cheio	n	3929	3667
8705	remessa	n	3923	2276
8715	alastrar	v	3916	3545
8725	monstruoso	j	3907	3404
8735	impuro	j	3898	2559
8745	zinco	n	3884	2291
8755	bilionário	j	3878	2957
8765	comarca	n	3871	2171
8775	partidário	n	3862	3097
8785	piedoso	j	3854	2930
8795	giro	j	3848	3256
8805	latitude	n	3841	2335
8815	inferioridade	n	3831	2915
8825	decote	n	3825	2263
8835	volumoso	j	3819	3051
8845	honroso	j	3807	3336
8855	arrebentar	v	3796	3121
8865	agilizar	v	3787	3308
8875	alienígena	n	3777	2200
8885	materialismo	n	3773	2299
8895	apuramento	n	3762	2591
8905	fertilizante	n	3758	2024
8915	objetividade	n	3750	2782
8925	unanimidade	n	3746	3159
8935	momentâneo	j	3737	3376
8945	preparatório	j	3726	2937
8955	gravura	n	3723	2263
8965	abundar	v	3717	3333
8975	confederação	n	3713	2551
8985	intolerante	j	3708	2818
8995	usualmente	r	3697	3062
9005	milenar	j	3690	3127
9015	impune	j	3683	3197
9025	obreiro	n	3675	2123
9035	cova	n	3665	2723
9045	musculatura	n	3660	2414
9055	terno	j	3650	3172
9065	pasto	n	3644	2472
9075	vinculação	n	3633	2579
9085	flecha	n	3627	2427
9095	devaneio	n	3620	3187
9105	hidrogênio	n	3609	1590
9115	roçar	v	3596	3080
9125	alavanca	n	3586	2584
9135	terno	n	3577	2504
9145	alcoolismo	n	3572	2196
9155	cearense	j	3564	2375
9165	incluso	j	3559	2859
9175	exaltação	n	3550	2908
